vacancy_name,gender,age,city,skills,experience,last_job,resume_url
Программист,Мужчина,50,Москва,"Разработка ПО,VBA,Visual Studio C#,MS Visual Basic,ADO.NET,Веб-программирование,PHP,MySQL,HTML,CSS,JavaScript","Опыт работы ,18, ,лет, ,4, ,месяца",,https://hh.ru/resume/4af816530000ac07450039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Аналитик по облигациям,Мужчина,24,Москва,"Анализ макроэкономической среды,Кредитный анализ,Инструменты с фиксированной доходностью,MS Office","Опыт работы ,4, ,года, ,9, ,месяцев","ЦентроКредит, АКБ",https://hh.ru/resume/38b8b75f0004135b0a0039ed1f646c52506145?hhtmFrom=resume_search_result&query=Data
International Business Development Manager,Male,29,Saint Petersburg,"Marketing Analysis,Strategic Marketing,Supply Chain Management,Production Process Control,Internet Marketing,Digital Marketing,CMS Wordpress,HTML,PHP,CSS,Team management,Teamleading,Business Development,Sales Management,Sales Planning,Export,Exhibitions,Seminar,B2B Marketing","Work experience ,7, ,years, ,4, ,months","Совплим, ЗАО",https://hh.ru/resume/482e118600034585bd0039ed1f5066396b6b52?hhtmFrom=resume_search_result&query=Data
CIO / Руководитель отдела IT,Мужчина,42,Москва,"Управление разработкой,Управление продуктом,Agile Project Management,Scrum,Управление проектами,Бизнес-анализ,Проектный менеджмент,Web Application Development,Java EE,Моделирование бизнес процессов,Разработка технических заданий,SOA,.NET Framework,JavaScript,Enterprise architecture (EA),Solution Architecture,Blockchain,Cloud computing,Big Data","Опыт работы ,18, ,лет, ,10, ,месяцев","ТОП КЕЙС, ООО",https://hh.ru/resume/94e95e5500058b7df90039ed1f534661684537?hhtmFrom=resume_search_result&query=Data
Junior scientist (polymers),Male,25,Moscow,"Negotiation skills,Presentation skills,Analytical skills,Research,Leadership Skills,Project management,MS Office,COFE,Chemsep,DWSim,Public Speaking,Thermodynamic analysis,PVT analysis,Material science,Polymer science,Polymer chemistry,issue resolution,Mechanical testing,Process optimization,Instrument calibration,Results interpretation,Thermoplastic elastomers,Compatibilization","Work experience ,1, ,year, ,11, ,months","Шлюмберже, нефтяная сервисная компания",https://hh.ru/resume/5d7e322200063697200039ed1f377044596578?hhtmFrom=resume_search_result&query=Data
"Системный администратор, Аналитик бизнес-процессов, Web-программист, Инженер технической поддержки.",Мужчина,34,Уфа,,"Опыт работы ,12, ,лет, ,4, ,месяца","Уфимский государственный авиационный технический университет, Уфа",https://hh.ru/resume/894cf42200017d049f0039ed1f70424638444b?hhtmFrom=resume_search_result&query=Data
Архитектор MES систем,Мужчина,48,Москва,,"Опыт работы ,14, ,лет",ОПТИМА,https://hh.ru/resume/370684a100053a0ecb0039ed1f744f4b6c4c41?hhtmFrom=resume_search_result&query=Data
Project manager,Male,35,Moscow,"Business communication,Design,Conducting of negotiations,Documentation development,Business Correspondence,Organizational abilities,AutoCAD,MS Office applications,Analytical skills,Project management,Time management","Work experience ,10, ,years",,https://hh.ru/resume/6dc5594e0002e06d230039ed1f6e444a725467?hhtmFrom=resume_search_result&query=Data
PR manager,Женщина,34,Москва,"Communication skills,Organization Skills,Journalism,Editing,Oral Translation,Written Translation,Английский язык,Business English,Итальянский язык,PR,Event Management,Presentation skills,Ведение переговоров,Internet,Пользователь ПК,Организаторские навыки,Письменный перевод,MS Internet Explorer,MS Outlook,Управление персоналом,Работа в команде,Negotiation skills,Teamplayer,Деловая переписка,Leadership Skills,Деловое общение,Преподаватель,Reporting,Управление проектами,Analytical skills","Опыт работы ,13, ,лет, ,9, ,месяцев","Moscow State Linguistic University, Moscow",https://hh.ru/resume/d5f7c9b60000f8b5b60039ed1f695277346f45?hhtmFrom=resume_search_result&query=Data
Менеджер Продукта,Мужчина,34,Москва,"Google AdWords,Google Analytics,MS Excel,Медиабаинг,Медиапланирование,Яндекс.Директ,Яндекс.Метрика,Product Management,Project management","Опыт работы ,10, ,лет, ,11, ,месяцев",АДВ,https://hh.ru/resume/ad5b99f20007b5a2e40039ed1f46305150576e?hhtmFrom=resume_search_result&query=Data
"CIO, ИТ-директор, ИТ-архитектор",Мужчина,31,Саратов,"ИТ-инфраструктура,SLA&OLA,Виртуализация,Руководство коллективом,Бюджетирование,Мотивация команды,Разработка технической документации,ИТ-стратегия,ЦОД,Ведение переговоров,Собеседования,Сереврное оборудование,DCIM,Управленческая отчетность,Оптимизация бизнес-процессов,Планирование,Проведение презентаций,Обучение персонала","Опыт работы ,10, ,лет, ,11, ,месяцев","Центр электронной коммерции, ТОО",https://hh.ru/resume/feff2f4600079f57ed0039ed1f664a5151736d?hhtmFrom=resume_search_result&query=Data
Руководитель проектов,Мужчина,31,Москва,"Интерес к новым технологиям и веяниям рынка,Навыки эффективного руководства командой,Управление проектами,Бизнес-анализ,Управление продуктом","Опыт работы ,15, ,лет",Альфа-Банк (Россия),https://hh.ru/resume/db320e870000d97ade0039ed1f614168776873?hhtmFrom=resume_search_result&query=Data
Network administrator,Мужчина,41,Стерлитамак,"LAN,TCP/IP,VPN,DHCP,BGP,OSPF,MPLS,Networking,Cisco,Information Security,Information Technology,Cisco Nexus 9000 series,VXLAN,EVPN","Опыт работы ,22, ,года, ,4, ,месяца","Bashkir State University, Ufa",https://hh.ru/resume/d627efb60002aac5220039ed1f6f355446446e?hhtmFrom=resume_search_result&query=Data
Менеджер по продажам/ менеджер проектных продаж,Мужчина,28,Москва,"Подготовка коммерческих предложений,B2B Продажи,Холодные звонки,Холодные продажи,Навыки продаж,Прямые продажи,Управление продажами,Активные продажи,Деловое общение,Проведение презентаций,Развитие продаж,Работа с дебиторской задолженностью,Поиск и привлечение клиентов,работа с текущей базой клиентов,Телефонные переговоры,Заключение договоров,Обучение персонала,Аналитика продаж,Контроль дебиторской задолженности,Умение работать в команде,Корпоративные продажи,Поиск тендеров,подготовка документов для участия в тендерах,Участие в Тендерах,Первичная тезподдержка,Техническая поддержка,Сопровождение клиентов,Участие в профессиональных выставках,Взаимодействие с поставщиками,Подготовка отчетов","Опыт работы ,7, ,лет, ,2, ,месяца",Мобильные ТелеСистемы (МТС),https://hh.ru/resume/38c0cb0c0002a076c30039ed1f6a35326f4b4f?hhtmFrom=resume_search_result&query=Data
Junior derivative trader,Мужчина,22,Москва,"MS Office,Python,Data Analysis,Организаторские навыки,Анализ финансовых показателей,DCF,SWOT анализ,Corporate Finance,R,MS Excel,Mathematical Analysis,Mathematical Statistics,EViews,Probability theory,theory of chances,Game theory,forex,derivatives,financial economic,Финансовый анализ,Экономический анализ,Оценка инвестиционных проектов,Работа в команде,VBA,Аналитическое мышление,Финансовая отчетность,Прогнозирование,Stata","Опыт работы ,1, ,год, ,11, ,месяцев",,https://hh.ru/resume/a9dd0ba900064b812b0039ed1f726738746662?hhtmFrom=resume_search_result&query=Data
Management Engineer,Male,30,Saint Petersburg,"MS Word,MS Excel,MS PowerPoint,MS Access,Powersim,Visual Basic,Business English,Английский язык,Испанский язык,Unix,Linux,MS SQL,ISO 9001:2008,ISO 14001,Six Sigma,Lean Production,Statistics,Production Process Control,Quality Control,Python,Sales Management","Work experience ,8, ,years, ,6, ,months",,https://hh.ru/resume/86bf26e500024cf5350039ed1f55426c706e44?hhtmFrom=resume_search_result&query=Data
Indirect Procurement Head,Женщина,46,Москва,,"Опыт работы ,20, ,лет, ,3, ,месяца",Citibank,https://hh.ru/resume/f5e68f7f00016bff7a0039ed1f436f4f664d32?hhtmFrom=resume_search_result&query=Data
Директор по маркетингу и рекламе,Мужчина,39,Москва,"Монетизация данных, разработка стратегии работы с данными,Продажа рекламы,Маркетинг услуг,Управление командой,Управление проектами,Развитие бизнеса за рубежом,Маркетинговые исследования,Управление продуктом,Ведение переговоров,Маркетинговые коммуникации,Start-up  project,Планирование маркетинговых кампаний","Опыт работы ,18, ,лет, ,4, ,месяца",ВЦИОМ,https://hh.ru/resume/68b3095f0002cd5ff90039ed1f644439476c75?hhtmFrom=resume_search_result&query=Data
Manager,Female,23,Moscow,"Административная поддержка руководителя,Делопроизводство,Документооборот,Закупка товаров и услуг,Организация встреч,Организация деловых поездок,Организация работы приемной,Письменный перевод,Планирование рабочего дня руководителя,Подготовка презентаций,Последовательный перевод,Прием посетителей,Управление секретариатом,Административная поддержка иностранного сотрудника,Прием и распределение звонков,Грамотная речь,Работа в команде","Work experience ,2, ,years, ,2, ,months","National Research University 'Higher School of Economics', Moscow",https://hh.ru/resume/534bb99b000747c2260039ed1f6a354e743441?hhtmFrom=resume_search_result&query=Data
Ассистент/помощник,Женщина,30,Москва,"1С: Бухгалтерия,MS Office","Опыт работы ,11, ,лет, ,7, ,месяцев","Национальный исследовательский ядерный университет ""МИФИ"", Москва",https://hh.ru/resume/81ef24450001b10c930039ed1f4b544b595343?hhtmFrom=resume_search_result&query=Data
International relations specialist,Female,24,Moscow,"Microsoft Office, Microsoft Outlook, SAP, CMS","Work experience ,1, ,year, ,11, ,months",Coca-Cola HBC Russia,https://hh.ru/resume/7a3ad4840007ab693c0039ed1f704473613275?hhtmFrom=resume_search_result&query=Data
Senior mobile games and apps developer,Мужчина,31,Москва,"C++,cocos2d-x,Objective-C,Java,Design Patterns,Scrum,iOS,Android,Unity,C#","Опыт работы ,12, ,лет, ,5, ,месяцев",Competentum,https://hh.ru/resume/4ea9ef2600019809870039ed1f666a66776e35?hhtmFrom=resume_search_result&query=Data
Руководитель  направления базовой и/или цифровой автоматизации,Мужчина,41,Москва,"Business Analysis,Business Process improvement,Motivation,People Management,Project management,SAP BI,SAP Business Objects,SAP BW,Process mining,Цифровизация","Опыт работы ,14, ,лет, ,4, ,месяца","СИБИНТЕК, ООО ИК",https://hh.ru/resume/d43d07be00033e5bc30039ed1f7070666b5331?hhtmFrom=resume_search_result&query=Data
Analyst,Male,22,Moscow,"MS Office,MS Word,MS Excel,MS PowerPoint,VBA,EViews,Adobe After Effect,Adobe Photoshop,Adobe Lightroom,Adobe Premier,Bloomberg,Rstudio,My SAP ERP,Driving Licence B,MS Outlook","Work experience ,2, ,years, ,7, ,months",Mars,https://hh.ru/resume/2ba3c34a0004fdfac50039ed1f623659474a6a?hhtmFrom=resume_search_result&query=Data
Senior Backend PHP Developer,Мужчина,22,Москва,"PHP,ООП,MySQL,Linux,Nginx,Git,Laravel,JavaScript,jQuery,Ajax,Blockchain,Криптовалюты","Опыт работы ,6, ,лет, ,2, ,месяца","Воронежский государственный университет, Воронеж",https://hh.ru/resume/2036fda2000645f1730039ed1f625847784267?hhtmFrom=resume_search_result&query=Data
Историк кино,Женщина,32,Москва,,"Опыт работы ,10, ,лет, ,6, ,месяцев","Всероссийский государственный университет кинематографии им. С.А. Герасимова, Москва",https://hh.ru/resume/2a3b2eeb00008a5dad0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Java-разработчик,Мужчина,30,Москва,"JavaEE 8,Spring Boot,MySQL,MongoDB,Git,Apache Maven,Apache Tomcat,JBoss,Jhipster,Hibernate ORM,Java Servlets,JDBC,JavaScript,CSS,HTML,Ajax,Linux,Gradle","Опыт работы ,3, ,года, ,2, ,месяца",Альфа-Банк (Россия),https://hh.ru/resume/d369e58700050be8480039ed1f48417071667a?hhtmFrom=resume_search_result&query=Data
Head of Middle Office,Женщина,37,Москва,"MS Office, 1C, Quick, electronic document management, electronic trading platform","Опыт работы ,15, ,лет, ,1, ,месяц","Academy of Management of Innovations (Institute), Moscow",https://hh.ru/resume/cf89c9b40003b5da060039ed1f6f3073504971?hhtmFrom=resume_search_result&query=Data
Engineer QC welding / welding engineer / Инженер ККС / Инженер  по сварке /,Male,29,Moscow,"Компас-3D,Технический надзор,Контроль качества,нормативно-техническая документация,Работа с большим объемом информации,Производство строительно-монтажных работ,Строительный контроль,Разработка технических заданий,Разработка инструкций,Строительство","Work experience ,8, ,years, ,6, ,months",,https://hh.ru/resume/b026309000039b241d0039ed1f4d596c4a6738?hhtmFrom=resume_search_result&query=Data
"Operations Manager, Project Management, Business Development ",Женщина,39,Москва,,"Опыт работы ,11, ,лет",,https://hh.ru/resume/05daca51000007f9960039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
IT business analyst,Male,50,Moscow,"MS Access,MS Project,MS SQL,UML,TOC,Project management,SCM,Supply Chain Management,Supply Chain Optimisation,VBA,System Analysis,IT Infrastructure,Управление проектами,pre-sale,Проведение презентаций,Оптимизация бизнес-процессов,MS PowerPoint,Business Analysis,MS Visio,IDEF0,WMS,TMS Systems,ORACLE,Business Modeling","Work experience ,24, ,years, ,5, ,months","СИБУР, Группа компаний",https://hh.ru/resume/2f3a7fbb0002b2ded40039ed1f3171686a4e6b?hhtmFrom=resume_search_result&query=Data
Buyer (remote worker),Male,32,Moscow,"Negotiation skills,Driving Licence B,MS Office,Analytical skills,Confident PC user,high level of personal responsibility","Work experience ,7, ,years, ,2, ,months",,https://hh.ru/resume/3175a87f00030404b90039ed1f324259314133?hhtmFrom=resume_search_result&query=Data
Commercial director,Male,32,Germany,"Retail,Project management,Sales Management,Negotiation skills,MS Outlook,Time management,Driving Licence B,Presentation skills,Team management,CRM,Business Development,Product Management,Sales Skills,MS Internet Explorer","Work experience ,7, ,years, ,6, ,months",,https://hh.ru/resume/bd1624cc00028b9f590039ed1f6f6e5569765a?hhtmFrom=resume_search_result&query=Data
Директор по продажам / Директор по Развитию бизнеса / Управление продажами,Мужчина,43,Москва,,"Опыт работы ,20, ,лет, ,2, ,месяца",ИБМ Восточная Европа/Азия - IBM EE/A,https://hh.ru/resume/c3aeb3c30000029e8b0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Руководитель проектов,Мужчина,44,Москва,"Управление проектами,Электронный документооборот,Project management,MS Project,Проектный менеджмент,TFS,Управление разработкой,СЭД,Atlassian Jira,Java EE,PMBOK","Опыт работы ,21, ,год, ,10, ,месяцев",ТЭК Мосэнерго,https://hh.ru/resume/c28910da000013740a0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Director,Female,,Moscow,"Excellent negotiation, leadership and influencing skills,Strong people management skills within multicultural teams,Solid experience in building effective strategies,Strong business acumen, ability to take risk,Organizational agility,Passion for innovation,Excellent analytical and problem solving abilities","Work experience ,21, ,year, ,5, ,months",Такеда Россия,https://hh.ru/resume/855af6260006b058960039ed1f4870694b5573?hhtmFrom=resume_search_result&query=Data
National Key Account Marketing Supervisor,Female,35,Moscow,"Negotiation skills,Customer Relationship Management,Budgeting,Sales Skills,Project management,Analytical skills,Marketing Analysis,Trade Marketing,Sales Management,Product Management,Key Account Management,Presentation skills","Work experience ,15, ,years, ,4, ,months",Coca-Cola HBC Russia,https://hh.ru/resume/1495fabb00077872500039ed1f5176384d4472?hhtmFrom=resume_search_result&query=Data
"Head of Representative, Commercial, Managing director (industrial and construction customers)",Male,35,Moscow,"Sales Management,Sales Skills","Work experience ,16, ,years",Layher,https://hh.ru/resume/549da16d000143bfd40039ed1f7948574d5141?hhtmFrom=resume_search_result&query=Data
Manager,Female,37,Moscow,"Strong Customer Focus,Proven Track Record of Achieving Targets,Excellent Organizational Skills, Multitasking,Zendesk,MailChimp,Digital Marketing Experience,Sales Growth,Business Development,English Proficiency,French Proficiency,Strategic Marketing,Event Management,CRM,International Travel,On-line education","Work experience ,11, ,years, ,8, ,months","Nizhny Novgorod Dobrolyubov State Linguistic University, Nizhnij Novgorod",https://hh.ru/resume/96aa542a00077e49fd0039ed1f536942436c48?hhtmFrom=resume_search_result&query=Data
Финансовый  директор,Female,38,Moscow,"Due Diligence,Negotiation skills,Project management,Analytical skills,Teambuilding,Budgeting,Financial Analysis,Financial Controlling,Financial Management,Financial Modelling,Operations Management,Start-up  project,Венчурное финансирование,Investor Relations,Talent Management","Work experience ,15, ,years, ,6, ,months",Сбербанк,https://hh.ru/resume/a58a252600077bbff40039ed1f685466736643?hhtmFrom=resume_search_result&query=Data
"Senior Accountant, Lead Payable Accountant",Female,35,Moscow,"1C: Бухгалтерия,IBM Lotus Notes,MS Excel,MS Outlook,1С: Предприятие 8,Банк-клиент,Консультант плюс,SAP","Work experience ,10, ,years, ,5, ,months",,https://hh.ru/resume/d8ae4f0b0001f11e9f0039ed1f37335772354d?hhtmFrom=resume_search_result&query=Data
"Mechanical engineer, technical specialist",Мужчина,45,Москва,"SolidWorks,AutoCAD,ISO 9001:2008,Quality Control,Internal Audit,mechanical engineering,Quality Management,Business Process Management,Project management,Specifications","Опыт работы ,14, ,лет, ,1, ,месяц",,https://hh.ru/resume/49dc366a0002a5bd540039ed1f37435a344352?hhtmFrom=resume_search_result&query=Data
Office Manager/Personal Assistant/Consierge,Female,26,Spain,"Public Speaking,MS Office,Маркетинговые коммуникации,Social Media Marketing,MS PowerPoint,Microsoft Access,Маркетинговые исследования,Маркетинговое планирование,Деловая переписка,Деловое общение,Английский язык,Business English,Телефонные переговоры,Копирайтинг,Делопроизводство,Испанский язык,Итальянский язык,Французский язык","Work experience ,4, ,years, ,3, ,months",,https://hh.ru/resume/889af0270003189bc10039ed1f4739476d4a35?hhtmFrom=resume_search_result&query=Data
Marketing manager,Female,22,Moscow,"MS PowerPoint,MS Office,Английский язык,Организаторские навыки,Работа в команде,Навыки презентации,Adobe Campaign,Adobe Analytics,Google Analytics,CRM,E-Mail Marketing,Start-up  project,Маркетинговое планирование,MS SQL,HTML,CSS","Work experience ,4, ,years, ,1, ,month",Корпорация Estée Lauder,https://hh.ru/resume/86d1aff600038a17b70039ed1f31646e536444?hhtmFrom=resume_search_result&query=Data
Foreign Economic Activities/supply chain/cross-border logistics,Female,33,Moscow,"Negotiation skills,Time management,Analytical skills,Team management,Budgeting,Key Account Management,Teamplayer,Organization Skills,Strategic Planning,Teamleading","Work experience ,9, ,years, ,5, ,months",,https://hh.ru/resume/5f94860f000378b6c40039ed1f346533625639?hhtmFrom=resume_search_result&query=Data
Руководитель группы продаж,Мужчина,33,Москва,,"Опыт работы ,7, ,лет, ,8, ,месяцев",МГТС,https://hh.ru/resume/1df43aa7000077ac3a0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
POSITION IN FINANCIAL SERVICES,Female,41,Moscow,,"Work experience ,21, ,year, ,4, ,months",,https://hh.ru/resume/5b3e1e8e000004a04b0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Managing Director,Male,37,Moscow,,"Work experience ,9, ,years, ,6, ,months",,https://hh.ru/resume/2ab203d10000c1ffe90039ed1f7a594f446576?hhtmFrom=resume_search_result&query=Data
"Head of contracts and procurement, procurement coordinator",Male,27,Moscow,"Закупки,Ведение переговоров,Закупка товаров и услуг,Оптимизация закупок,Английский язык,Тендеры,Управление закупками,Проведение тендеров,Деловая переписка","Work experience ,5, ,years, ,1, ,month","СИБУР, Группа компаний",https://hh.ru/resume/5981fd7a0002d232d80039ed1f6f4d50527866?hhtmFrom=resume_search_result&query=Data
"Blockchain Architect, Developer (Solidity, Vyper, JS)",Male,46,Moscow,"Scrum,Agile Project Management,blockchain,Start-up  project,Solidity,Ethereum,Python","Work experience ,12, ,years, ,2, ,months",,https://hh.ru/resume/a4efc6bf00045ff4820039ed1f585371707a7a?hhtmFrom=resume_search_result&query=Data
Business & Product Development Manager ,Female,33,Moscow,"Advanced use of MS Windows, MS Office (incl. MS Project and Visio), SPSS (study pack of social scien,Investment Strategies, Client/Investor, Branding & Brand Management, Market Analysis & Relations, A","Work experience ,7, ,years, ,9, ,months",,https://hh.ru/resume/fd314346000772a5c80039ed1f744330467733?hhtmFrom=resume_search_result&query=Data
Experienced manager,Female,37,Moscow,"Able to understand client needs and develop targeted solutions.,A history of achieving top class business metrics and,Analytical: both individual problem solving and on a corporate basis.,A straightforward and consistent manager, engaging well with colleagues, senior stakeholders.,Excellent business skills delivered with a quit efficiency -,Experienced in delivering international brands' values on the ground.,Instinctively committed to excellent customer service; always honest and polite.,KPIs - including on-time performance, cost savings and improvements to customer services.,Naturally friendly and positive, with a collaborative approach, able to define tasks clearly to team,Rigorous approach to reviewing processes, gaining a thorough appreciation of all aspects of sercices","Work experience ,14, ,years, ,3, ,months",,https://hh.ru/resume/0d79e57f00000402e50039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Lead Quantity Surveyor/ Cost Estimating Engineer ,Мужчина,26,Нур-Султан,"Строительство,Составление смет,Управление проектами,Сбор и анализ информации,Навыки составления отчетности","Опыт работы ,4, ,года, ,9, ,месяцев","Kazakhmys Project LLC, ТОО",https://hh.ru/resume/60db25800002cde67d0039ed1f546155356f43?hhtmFrom=resume_search_result&query=Data
Менеджер по  рекламе и маркетингу,Male,25,Moscow,"Advertising,Account Management,Marketing Communication,Business English,Time management,Google Docs,Teamplayer,Business Planning,MS Office,Presentation skills,Preparing Presentations,Organization Skills,Branding,B2B Marketing,B2C Marketing,Digital Marketing,Google Analytics","Work experience ,2, ,years, ,5, ,months",MGCOM,https://hh.ru/resume/e1d512b20003f2a58d0039ed1f5763564d4f45?hhtmFrom=resume_search_result&query=Data
Business Development,Male,30,Moscow,"B2B Marketing,Business Development,Cost Analysis,Sales Management,Sales Planning,Strategic Marketing,Digital Marketing,Social Media Marketing,CRM,Analytical skills,Sales Skills,Team management,Business Strategy,Executive Coaching,Internet Marketing,SMM,SEO,Business communication,Corporate Communications,PR,Public Speaking,Communication Strategy","Work experience ,9, ,years, ,4, ,months",Nestle,https://hh.ru/resume/cf0363830002196adb0039ed1f79646b6d4d31?hhtmFrom=resume_search_result&query=Data
Finance manager,Male,35,Moscow,"Strategic Planning,Project management,Финансовая отчетность,Business Analysis,Time management,Presentation skills,Анализ данных,IFRS,Управленческая отчетность,Финансовый контроль,Бюджетирование,Финансовый анализ,Инвестиционный анализ,Управление командой,Due dilligence,Управление рисками","Work experience ,16, ,years, ,1, ,month",PwC,https://hh.ru/resume/d79f32780005452e530039ed1f37513643334c?hhtmFrom=resume_search_result&query=Data
Sales Performance and Business Systems (Эффективность продаж и бизнес-аналитик),Male,37,Moscow,"Project management,Financial Analysis,MS Excel,MS Office,Presentation skills,CRM,Analytical skills,Budgeting,Английский язык,Организаторские навыки,Работа в команде,MS Visual Basic,Technical Translation,Business intelligence,Incentive Compensation,Tableau,Marketing Analysis,Управление проектом,Навыки презентации,ERP,Business Planning,MS PowerPoint,Маркетинговый анализ,Формирование бюджета,Технический перевод,Бизнес-аналитика,Компенсация стимулом,Планирование продаж,прогнозирование продаж,SQL","Work experience ,14, ,years, ,4, ,months",,https://hh.ru/resume/f10e72f30006e17cfe0039ed1f6d564f425450?hhtmFrom=resume_search_result&query=Data
Java/Spring developer,Мужчина,,Москва,"Git,Java,Linux,MS SQL,.NET Framework,Oracle 11G,PostgreSQL,rspec,Ruby,Rubymine,Ruby On Rails,Модульное тестирование,Регресcионное тестирование,Тестирование пользовательского интерфейса,Функциональное тестирование,Haskell,SCALA,ScalaTest,RVM,JUnit,PhantomJS,Selenium Web Driver","Опыт работы ,14, ,лет, ,4, ,месяца",Raiffeisenbank,https://hh.ru/resume/11f55a750005c60fb40039ed1f68696b534a6a?hhtmFrom=resume_search_result&query=Data
Менеджер сервисного центра,Мужчина,30,Москва,"Lotus Notes,MS Office,1С: Предприятие 8,Деловая переписка,Пользователь ПК,Работа с базами данных,MS Axapta,Internet","Опыт работы ,8, ,лет, ,6, ,месяцев",СИТИЛИНК,https://hh.ru/resume/057fe8c50000e7f0370039ed1f6739436e3159?hhtmFrom=resume_search_result&query=Data
Event manager,Female,35,Moscow,"SAP,MS Excel,Business English,Аттестат профессионального бухгалтера,Analytical skills,Negotiation skills,Project management","Work experience ,11, ,years, ,5, ,months",GlaxoSmithKline (Россия),https://hh.ru/resume/6b858684000398bbad0039ed1f4d374a656e43?hhtmFrom=resume_search_result&query=Data
Technical Support Engineer,Male,29,Moscow,организация обучения для пользователей,"Work experience ,9, ,years, ,10, ,months",Acronis,https://hh.ru/resume/9f82c66100017d395d0039ed1f5a4d78686f43?hhtmFrom=resume_search_result&query=Data
CTO / Tech Lead / IT Director,Male,37,Moscow,".NET Framework,Scrum,JavaScript,Git,ASP.NET MVC,Управление проектами,Project management,Team management,Software Development,Agile Project Management,C#,ASP.NET,Atlassian Confluence,SQL,IIS,MS SQL Server,jQuery,CSS,HTML","Work experience ,14, ,years, ,4, ,months",Align Technology Inc,https://hh.ru/resume/83f1d97800079e86860039ed1f465672514653?hhtmFrom=resume_search_result&query=Data
IT manager,Male,28,Moscow,"CRM,Business Development,Teamleading,Business Planning,Key Account Management,Customer Relationship Management,Sales Management,Fast learning,Analytical mind,Sociability,Knowledge of the IT industry in Russia,Team work,Possess in-depth knowledge of the sales cycle,Time management,Driving Licence BC","Work experience ,7, ,years, ,1, ,month",Softline,https://hh.ru/resume/22c4eef10005cbf8ae0039ed1f4b6b4f633261?hhtmFrom=resume_search_result&query=Data
CS Specialist,Мужчина,37,Москва,"Defibrillators,Equipment,Fluent English,Installation,Magnetic resonance,MRI,Patient monitoring,Philips,Sales,Service,Service sales,Siemens,Tomography,Ultrasound,Upgrade","Опыт работы ,14, ,лет, ,11, ,месяцев","Moscow Power Engineering Institute (National Research University), Moscow",https://hh.ru/resume/fe1d9564000224f63f0039ed1f62417557324b?hhtmFrom=resume_search_result&query=Data
Service Engineer,Male,35,Moscow,"Responsible,executive,result oriented,easily trained,stress-resistant,independent,accurate,can work well both in the team and individually","Work experience ,12, ,years, ,11, ,months","Astrahan State University, Astrakhan",https://hh.ru/resume/c23bdf9700027cd5630039ed1f365961426278?hhtmFrom=resume_search_result&query=Data
Менеджер по рекламе и маркетингу,Мужчина,52,Москва,,"Опыт работы ,20, ,лет, ,5, ,месяцев","Московская международная высшая школа бизнеса МИРБИС, Москва",https://hh.ru/resume/778bc3f8000135d9ad0039ed1f4a5268496777?hhtmFrom=resume_search_result&query=Data
"Project Manager / Expert - Instrumentation, CS, Telecom",Male,41,Moscow,"EPC,Engineering,Project management,Instrumental,NOPRIZ (НОПРОИЗ)","Work experience ,18, ,years, ,2, ,months","Samara State Technical University, Samara",https://hh.ru/resume/ec232bcc00063551ef0039ed1f32396b6e7438?hhtmFrom=resume_search_result&query=Data
Accountant,Female,45,Moscow,,"Work experience ,23, ,years, ,3, ,months",,https://hh.ru/resume/34a90cfd0000baf45e0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Сетевой инженер,Мужчина,45,Москва,"Ввод в эксплуатацию,Информационные технологии,Проектная документация,Автоматизация технологических процессов,Базы данных,Веб-программирование,Серверное программирование,Разработка ПО,Networking,Cisco,Huawei,Настройка сетевого оборудования,Коммутаторы,Маршрутизаторы,Маршрутизация динамическая,Сетевые экраны,VMware","Опыт работы ,21, ,год, ,9, ,месяцев",Информсвязь,https://hh.ru/resume/f893291900070c29630039ed1f46714a423935?hhtmFrom=resume_search_result&query=Data
Эксперт по развитию маркетинга и продаж FMCG/Retail/DYI,Женщина,40,Москва,"ATL,BTL,Trade Marketing,Коммуникативная стратегия,Маркетинговые коммуникации,Наружная реклама,Планирование рекламных кампаний,Стратегический маркетинг,Стратегический менеджмент,Стратегическое планирование,Управление лояльностью потребителей,ABC-анализ,Pest-Анализ,SWOT анализ,XYZ-анализ,B2C исследования,b2b исследования,Internet Marketing,WEB аналитика,B2C продажи,B2B Продажи,Анализ продаж,Аналитика продаж,Sales Management,Обучение и развитие,Организационное развитие,Развитие бренда,Развитие дистрибуции,Развитие ключевых клиентов,Развитие продаж","Опыт работы ,21, ,год, ,7, ,месяцев",,https://hh.ru/resume/fab4a3d30003d546560039ed1f67356b326254?hhtmFrom=resume_search_result&query=Data
"Category manager, Project manager, Head of Procurement department",Male,37,Moscow,"Negotiation skills,Project management,Ценообразование,Analytical skills,ERP Systems,Market Research,Marketing Analysis,Teamleading,Retail,Ведение переговоров","Work experience ,15, ,years, ,2, ,months","Moscow University for the Humanities, Moscow",https://hh.ru/resume/c1bc0896000357f64a0039ed1f47664c623079?hhtmFrom=resume_search_result&query=Data
